District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Production,Crop_Label_22,_orig_id,Season_enc,District_enc,Crop_enc,Crop_22_enc,Production_log
Madaripur,Kharif 2,Lentil,12325.037124452714,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,150.85515618089067,5901.586589023589,lentil,993,1,33,15,6,8.683145938741704
Magura,Kharif 2,Lentil,31030.828747871183,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,134.2247474747475,13802.52089552442,lentil,994,1,34,15,6,9.532678975960138
Manikganj,Kharif 2,Lentil,2067.053025249828,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,164.60631325177314,895.9584071293402,lentil,995,1,35,15,6,6.799009492120115
Meherpur,Kharif 2,Lentil,12656.63882525636,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,146.05594006451273,6315.2741482111815,lentil,996,1,36,15,6,8.750884779786807
Moulvibazar,Kharif 2,Lentil,64.2181941547678,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,333.72557471264366,25.95273590833746,lentil,997,1,37,15,6,3.294084810137009
Munshiganj,Kharif 2,Lentil,27.378398451499457,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,176.35889111505855,10.67852590828933,lentil,998,1,38,15,6,2.457751762953295
Mymensingh,Kharif 2,Lentil,758.2087020239156,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,148.7055706839591,297.093347412007,lentil,999,1,39,15,6,5.697406683803027
Naogaon,Kharif 2,Lentil,439.8296275987039,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,132.08861969169274,207.6810206763771,lentil,1000,1,40,15,6,5.340806869250037
Narail,Kharif 2,Lentil,11869.613740523077,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,155.7041043394254,5647.215967267766,lentil,1001,1,41,15,6,8.639095016272726
Narayanganj,Kharif 2,Lentil,192.86778415872448,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,157.42519395635043,62.24331802567602,lentil,1002,1,42,15,6,4.146989478164094
Narsingdi,Kharif 2,Lentil,55.737750014419404,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,183.85773978002936,15.221750002276748,lentil,1003,1,43,15,6,2.7863529344997353
Natore,Kharif 2,Lentil,31315.96924953281,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,127.40109866851049,16633.45651502939,lentil,1004,1,44,15,6,9.719231516745397
Netrokona,Kharif 2,Lentil,87.33601693132923,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,184.7169077030463,31.336016931329223,lentil,1005,1,45,15,6,3.4761816842673015
Nilphamari,Kharif 2,Lentil,32.652980765253304,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,175.43274393731835,11.157959400972835,lentil,1006,1,46,15,6,2.497984050035944
Noakhali,Kharif 2,Lentil,85.01203894362786,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,184.62227960614047,31.09773450708016,lentil,1007,1,47,15,6,3.468785451541938
Pabna,Kharif 2,Lentil,28275.68769382405,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,127.4280998158484,12851.033612551955,lentil,1008,1,48,15,6,9.461257335588067
Panchagar,Kharif 2,Lentil,170.2723133505575,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,159.31653215817923,57.34374754147403,lentil,1009,1,49,15,6,4.066352198603361
Patuakhali,Kharif 2,Lentil,610.442748975421,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,186.49534060656043,248.8310463798205,lentil,1010,1,50,15,6,5.520784874915983
Pirojpur,Kharif 2,Lentil,71.54669817056869,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,179.75920049434234,30.77133536557779,lentil,1011,1,51,15,6,3.458564479679421
Rajbari,Kharif 2,Lentil,16937.48672517697,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,153.25414929884317,8712.980463826814,lentil,1012,1,52,15,6,9.07268396474543
Rajshahi,Kharif 2,Lentil,38256.48221059855,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,136.6125557322599,22640.39405096611,lentil,1013,1,53,15,6,10.027535105110791
Rangamati,Kharif 2,Lentil,66.01577661001491,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,190.3812096874664,19.76380453376304,lentil,1014,1,54,15,6,3.0332113042124784
Rangpur,Kharif 2,Lentil,195.77594644454192,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,175.28323461742198,92.88180441870666,lentil,1015,1,55,15,6,4.542036591278583
Satkhira,Kharif 2,Lentil,761.7909014253544,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,144.8655614771138,287.8550436925071,lentil,1016,1,56,15,6,5.665924983360987
Shariatpur,Kharif 2,Lentil,5412.901300252401,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,150.9287701524563,2596.4121356890705,lentil,1017,1,57,15,6,7.862270895910039
Sherpur,Kharif 2,Lentil,112.63297546338886,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,180.04405064451555,43.89306642724712,lentil,1018,1,58,15,6,3.804283360268075
Sirajganj,Kharif 2,Lentil,5752.243420786863,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,129.6088254348963,1997.293865855337,lentil,1019,1,59,15,6,7.600049028400971
Sunamganj,Kharif 2,Lentil,31.44180818079065,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,333.72557471264366,16.469518570890344,lentil,1020,1,60,15,6,2.860457566290026
Sylhet,Kharif 2,Lentil,65.38205570728334,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,333.72557471264366,28.680587344938097,lentil,1021,1,61,15,6,3.390493207353311
Tangail,Kharif 2,Lentil,2571.2444371673005,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,152.44598311521582,717.7518357654529,lentil,1022,1,62,15,6,6.577516146216754
Thakurgaon,Kharif 2,Lentil,450.6255690123426,18.77,68.36,19.41,6.93,15.0,10.0,20.0,90.0,95.0,85.0,141.9731253380383,196.210332924386,lentil,1023,1,63,15,6,5.284270838992481
Bandarban,Kharif 1,Maize 1,341.0880426291026,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,227.79500136401143,417.8111179240677,maize,1025,0,1,16,7,6.037420025740642
Bogura,Kharif 1,Maize 1,1465.0981622368731,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,137.66661403349764,3423.9247624335894,maize,1029,0,5,16,7,8.13883478328237
Brahmanbaria,Kharif 1,Maize 1,33.699000710590546,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,164.86219340590844,75.78600994826762,maize,1030,0,6,16,7,4.3410224614281585
Chandpur,Kharif 1,Maize 1,1498.0474775226812,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,152.83048050776625,3512.3098435263737,maize,1031,0,7,16,7,8.164313847501584
Chapai Nawabganj,Kharif 1,Maize 1,1582.230444819641,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,135.78597851166555,3523.230287595524,maize,1032,0,8,16,7,8.167417333273832
Chuadanga,Kharif 1,Maize 1,40.84033138949975,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,143.81658801975738,88.20839766739971,maize,1034,0,10,16,7,4.490975179408031
Dhaka,Kharif 1,Maize 1,7806.875042268756,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,169.94262295081967,18704.000375913703,maize,1037,0,13,16,7,9.83654616687921
Dinajpur,Kharif 1,Maize 1,19347.70531150284,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,131.99989257502148,49306.62809478653,maize,1038,0,14,16,7,10.805834076150601
Faridpur,Kharif 1,Maize 1,431.5461090046483,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,166.82213662572573,990.7998781196624,maize,1039,0,15,16,7,6.899521351167007
Feni,Kharif 1,Maize 1,191.3370191477355,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,185.40965374254267,555.2570336228005,maize,1040,0,16,16,7,6.321230478115653
Gaibandha,Kharif 1,Maize 1,1378.827719776366,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,176.90375929649568,4061.288536365813,maize,1041,0,17,16,7,8.309501772696333
Gazipur,Kharif 1,Maize 1,330.8072373189024,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,162.8278300931767,755.3108659421952,maize,1042,0,18,16,7,6.628452489996903
Gopalganj,Kharif 1,Maize 1,31.405152303410595,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,177.81093763277414,68.65807949431567,maize,1043,0,19,16,7,4.243598694852316
Jamalpur,Kharif 1,Maize 1,1.255121409020731,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,181.08838383838383,3.765364227062193,maize,1045,0,21,16,7,1.561373972183292
Jashore,Kharif 1,Maize 1,79.40664176391131,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,131.96060880688157,274.24006403565664,maize,1046,0,22,16,7,5.617643676988142
Jhenaidah,Kharif 1,Maize 1,188.44498736909847,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,192.57359473302176,546.895289567176,maize,1048,0,24,16,7,6.306084191258236
Khagrachari,Kharif 1,Maize 1,376.0394958594169,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,210.39852991201488,457.9954861874952,maize,1050,0,26,16,7,6.129040375998019
Khulna,Kharif 1,Maize 1,3.227343257851228,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,144.96843434343435,6.131952189917332,maize,1051,0,27,16,7,1.9645849963773776
Kurigram,Kharif 1,Maize 1,7413.09081475915,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,177.58220130729637,21781.84809439196,maize,1053,0,29,16,7,9.988878154438765
Kushtia,Kharif 1,Maize 1,1129.181198766457,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,139.67089696733908,3076.173200303114,maize,1054,0,30,16,7,8.031766662429188
Lalmonirhat,Kharif 1,Maize 1,14141.748370404017,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,170.99358260206273,31805.64533003413,maize,1056,0,32,16,7,10.36743051957911
Manikganj,Kharif 1,Maize 1,10941.069762209412,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,169.94262295081967,23922.717437450785,maize,1059,0,35,16,7,10.082625607254153
Munshiganj,Kharif 1,Maize 1,13214.433787164024,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,169.94262295081967,28403.09095363671,maize,1062,0,38,16,7,10.254288461438694
Naogaon,Kharif 1,Maize 1,1968.3049282265952,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,155.77037648567506,4547.07121056929,maize,1064,0,40,16,7,8.42245851230486
Natore,Kharif 1,Maize 1,18704.56445240846,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,161.44411434428946,51596.35340398497,maize,1068,0,44,16,7,10.8512256595338
Nilphamari,Kharif 1,Maize 1,2992.769277030539,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,171.85706646331295,10415.980284346591,maize,1070,0,46,16,7,9.251192473340495
Pabna,Kharif 1,Maize 1,46.71464312068285,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,148.83894636378926,117.91688216346492,maize,1072,0,48,16,7,4.778424779853682
Panchagar,Kharif 1,Maize 1,2472.6082188359246,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,144.8014794915544,7781.89473401458,maize,1073,0,49,16,7,8.959683621750948
Rajbari,Kharif 1,Maize 1,33.52391641944361,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,170.09571046223735,73.33482987221055,maize,1076,0,52,16,7,4.3085796153993545
Rajshahi,Kharif 1,Maize 1,23203.1410915551,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,173.32742271384822,71345.59242197385,maize,1077,0,53,16,7,11.175304863137647
Rangamati,Kharif 1,Maize 1,439.32276648195045,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,204.11111111111111,522.1019328891842,maize,1078,0,54,16,7,6.259776345436044
Rangpur,Kharif 1,Maize 1,16283.458505476165,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,161.37424227798377,49214.46769435146,maize,1079,0,55,16,7,10.803963237103629
Satkhira,Kharif 1,Maize 1,7.157874869908881,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,138.61165714880528,22.90519958370842,maize,1080,0,56,16,7,3.1740959910793323
Sherpur,Kharif 1,Maize 1,122.23923552667584,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,164.28577729822584,408.8970305796112,maize,1082,0,58,16,7,6.015905983228407
Sirajganj,Kharif 1,Maize 1,458.0636556737271,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,190.93730436958495,671.871047168579,maize,1083,0,59,16,7,6.5115537023233925
Thakurgaon,Kharif 1,Maize 1,29156.335080351622,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,171.02052412714232,79567.88155359731,maize,1087,0,63,16,7,11.28437836014105
Bandarban,Kharif 1,Maize 1,272.4320586176199,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,212.1593321901184,437.9601567100463,maize,1025,0,1,16,7,6.084408649753677
Bogura,Kharif 1,Maize 1,1116.881924475291,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,136.61664045290468,3005.338490959546,maize,1029,0,5,16,7,8.00847816908307
Brahmanbaria,Kharif 1,Maize 1,18.367253836297635,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,182.50371196685865,45.09607690899662,maize,1030,0,6,16,7,3.8307278467935015
Chandpur,Kharif 1,Maize 1,1634.6575182983297,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,162.94987469408397,3786.736603838407,maize,1031,0,7,16,7,8.239523917526782
Chapai Nawabganj,Kharif 1,Maize 1,1823.4310911963,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,126.60292683997407,3629.070292677152,maize,1032,0,8,16,7,8.19700729144528
Chuadanga,Kharif 1,Maize 1,44.7802309706747,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,144.29588691121208,89.5604619413494,maize,1034,0,10,16,7,4.506017715384326
Dhaka,Kharif 1,Maize 1,6437.9625022960645,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,176.76709956327645,19799.805701362984,maize,1037,0,13,16,7,9.89347790784276
Dinajpur,Kharif 1,Maize 1,16809.477324588228,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,175.36104682123045,49369.11939787883,maize,1038,0,14,16,7,10.807100649679777
Faridpur,Kharif 1,Maize 1,397.2556281370548,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,167.9909790570604,911.8404415456152,maize,1039,0,15,16,7,6.816561102502469
Feni,Kharif 1,Maize 1,280.23933974598043,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,227.62756357397316,468.9440754576023,maize,1040,0,16,16,7,6.152613699236344
Gaibandha,Kharif 1,Maize 1,1189.6594960519808,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,161.71615137944076,3644.554994032151,maize,1041,0,17,16,7,8.201263894589333
Gazipur,Kharif 1,Maize 1,401.3662464791823,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,199.47490275737556,498.2338541941772,maize,1042,0,18,16,7,6.213074631651144
Gopalganj,Kharif 1,Maize 1,34.13183572126063,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,147.3000652853892,83.13183572126063,maize,1043,0,19,16,7,4.4323850413800665
Jamalpur,Kharif 1,Maize 1,19.217131591946604,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,182.6926247892873,46.31018798849514,maize,1045,0,21,16,7,3.8567256631818783
Jashore,Kharif 1,Maize 1,58.43612159399886,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,131.11509335741115,162.65490721814035,maize,1046,0,22,16,7,5.097759986554081
Jhenaidah,Kharif 1,Maize 1,199.90906330378044,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,141.68034300931828,593.2044956923411,maize,1048,0,24,16,7,6.3872235289580495
Khagrachari,Kharif 1,Maize 1,435.98388632893233,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,204.11111111111111,514.0736143190059,maize,1050,0,26,16,7,6.2443098308739815
Khulna,Kharif 1,Maize 1,3.4172482353059035,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,143.57666441540653,6.4927716470812165,maize,1051,0,27,16,7,2.013938775418149
Kurigram,Kharif 1,Maize 1,6352.341636926559,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,174.99623896794668,18798.756611603872,maize,1053,0,29,16,7,9.841599202542955
Kushtia,Kharif 1,Maize 1,1028.9012539326825,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,134.105386934489,2643.53310255944,maize,1054,0,30,16,7,7.880249807939297
Lalmonirhat,Kharif 1,Maize 1,21750.49541869976,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,134.79510942971623,58699.307051412485,maize,1056,0,32,16,7,10.980200236661323
Manikganj,Kharif 1,Maize 1,11152.705643596784,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,169.94262295081967,24339.81201079417,maize,1059,0,35,16,7,10.09990972715161
Munshiganj,Kharif 1,Maize 1,11670.187396283112,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,169.94262295081967,25359.67135333461,maize,1062,0,38,16,7,10.140954881124049
Naogaon,Kharif 1,Maize 1,2019.856153826851,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,152.2416609135078,4702.850811174119,maize,1064,0,40,16,7,8.456136773763898
Natore,Kharif 1,Maize 1,21437.14659216867,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,124.92,53570.11028263391,maize,1068,0,44,16,7,10.888765214488751
Nilphamari,Kharif 1,Maize 1,2807.746847290889,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,165.26097668245473,9762.684795069235,maize,1070,0,46,16,7,9.18642514863507
Pabna,Kharif 1,Maize 1,68.88606860234142,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,127.24997096615895,170.26888345728958,maize,1072,0,48,16,7,5.14323473942696
Panchagar,Kharif 1,Maize 1,2388.0158850956523,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,140.73574660558594,6565.036094800511,maize,1073,0,49,16,7,8.78966559527465
Rajbari,Kharif 1,Maize 1,43.81769262744527,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,138.57237220292154,91.78123115293432,maize,1076,0,52,16,7,4.53024436882959
Rajshahi,Kharif 1,Maize 1,21029.257268442143,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,142.33589409046945,57446.44881143344,maize,1077,0,53,16,7,10.958625875179187
Rangamati,Kharif 1,Maize 1,437.9449430279926,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,232.20042667230388,476.8986313702954,maize,1078,0,54,16,7,6.169398641738822
Rangpur,Kharif 1,Maize 1,22774.25079890586,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,132.46972779569097,62056.4563275221,maize,1079,0,55,16,7,11.035815949852058
Satkhira,Kharif 1,Maize 1,1.9417914744025708,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,144.07231719205285,6.213732718088227,maize,1080,0,56,16,7,1.9759865313497487
Sherpur,Kharif 1,Maize 1,167.16564577959198,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,161.87081159032203,534.1801772605803,maize,1082,0,58,16,7,6.282603470124695
Sirajganj,Kharif 1,Maize 1,320.1975154269693,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,154.6163733029866,726.8161842895746,maize,1083,0,59,16,7,6.5900485222069545
Bandarban,Kharif 1,Maize 1,274.8107976029312,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,246.3024924872764,444.4027731859791,maize,1025,0,1,16,7,6.098978981085831
Bogura,Kharif 1,Maize 1,1696.1286851719492,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,165.45730952602102,3866.185187439217,maize,1029,0,5,16,7,8.260282179635515
Brahmanbaria,Kharif 1,Maize 1,28.29854914418314,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,184.7112635994496,59.28364163454735,maize,1030,0,6,16,7,4.099060783920083
Chandpur,Kharif 1,Maize 1,1510.7576038576503,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,153.55537089030133,3533.180239377852,maize,1031,0,7,16,7,8.170236653100854
Chapai Nawabganj,Kharif 1,Maize 1,1281.9796885189903,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,140.6067010768299,3268.675707276172,maize,1032,0,8,16,7,8.092446086886625
Chuadanga,Kharif 1,Maize 1,42.33220698646311,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,137.4519954550195,91.3322069864631,maize,1034,0,10,16,7,4.525393018742259
Dhaka,Kharif 1,Maize 1,5021.965740744708,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,173.5622746798988,14158.550365839912,maize,1037,0,13,16,7,9.558144612918682
Dinajpur,Kharif 1,Maize 1,13986.893153244488,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,157.10275790126673,41248.79505784328,maize,1038,0,14,16,7,10.627401423455776
Faridpur,Kharif 1,Maize 1,908.92466551502,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,143.567583951825,2246.7150131063945,maize,1039,0,15,16,7,7.717669429447954
Feni,Kharif 1,Maize 1,150.0769920450486,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,212.566593474604,479.8769322726732,maize,1040,0,16,16,7,6.175611379307533
Gaibandha,Kharif 1,Maize 1,1836.373863761596,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,147.73321234971442,4094.496784977857,maize,1041,0,17,16,7,8.317643303942006
Gazipur,Kharif 1,Maize 1,278.6402036454692,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,152.82042322091124,700.9033875117376,maize,1042,0,18,16,7,6.553795769927519
Gopalganj,Kharif 1,Maize 1,27.720181209520867,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,155.864898989899,76.4115321197262,maize,1043,0,19,16,7,4.349135763292121
Jamalpur,Kharif 1,Maize 1,19.242026897546918,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,182.69815857625247,46.345752710781305,maize,1045,0,21,16,7,3.85747711573091
Jashore,Kharif 1,Maize 1,45.36247587368615,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,150.01047757337943,134.9186333894831,maize,1046,0,22,16,7,4.912056422791963
Jhenaidah,Kharif 1,Maize 1,199.1793715139152,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,165.98312115985684,577.93166111632,maize,1048,0,24,16,7,6.3611844414469365
Khagrachari,Kharif 1,Maize 1,284.50019448321746,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,226.86127662127083,468.45712063048944,maize,1050,0,26,16,7,6.15157696461698
Khulna,Kharif 1,Maize 1,2.624739492598499,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,151.19467313458034,4.987005035937148,maize,1051,0,27,16,7,1.7895912930882008
Kurigram,Kharif 1,Maize 1,12670.232606565098,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,171.38013137109812,28236.04868008814,maize,1053,0,29,16,7,10.248390177650323
Kushtia,Kharif 1,Maize 1,859.6319616897481,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,147.4551530289538,2083.681234484301,maize,1054,0,30,16,7,7.642371237405354
Lalmonirhat,Kharif 1,Maize 1,21292.658808423614,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,139.581943413288,57904.001964537005,maize,1056,0,32,16,7,10.966559049545374
Manikganj,Kharif 1,Maize 1,11165.605201259,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,169.94262295081967,24885.633529074807,maize,1059,0,35,16,7,10.12208613225959
Munshiganj,Kharif 1,Maize 1,5650.564264929632,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,176.40463827975256,15166.541021520618,maize,1062,0,38,16,7,9.626912964379837
Naogaon,Kharif 1,Maize 1,2342.499438676628,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,124.92,5042.631143012812,maize,1064,0,40,16,7,8.525881566538674
Natore,Kharif 1,Maize 1,22427.769423527963,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,157.39006281583647,64449.4634083363,maize,1068,0,44,16,7,11.073652198540652
Nilphamari,Kharif 1,Maize 1,4827.05008065918,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,174.2119105454717,13838.466298777446,maize,1070,0,46,16,7,9.535279666201056
Pabna,Kharif 1,Maize 1,36.20205896804282,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,151.34495001743582,100.97701719897336,maize,1072,0,48,16,7,4.624747466316858
Panchagar,Kharif 1,Maize 1,3052.2236122693,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,173.9766264196271,10625.90752983851,maize,1073,0,49,16,7,9.271144509898733
Rajbari,Kharif 1,Maize 1,38.50491311887679,77.76,48.44,19.79,6.25,27.0,20.0,34.0,72.5,85.0,60.0,147.93010883733191,85.40589574265215,maize,1076,0,52,16,7,4.459055911244097
