District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production,Crop_Label_22,_orig_id
Meherpur,Kharif 2,Aman,86757.44667537173,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,136.08489029024295,1.279203626,June,July to  Oct,Nov to Dec,110980.44033597036,rice,36
Moulvibazar,Kharif 2,Aman,251381.88692608164,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,334.1255000846556,1.180622986,June,July to  Oct,Nov to Dec,296787.23402118136,rice,37
Munshiganj,Kharif 2,Aman,39142.91498528375,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,159.05622979628103,0.3934053847,June,July to  Oct,Nov to Dec,15399.033529072583,rice,38
Mymensingh,Kharif 2,Aman,696172.4245305918,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,189.9386489634313,0.9711571202,June,July to  Oct,Nov to Dec,676092.8069500345,rice,39
Naogaon,Kharif 2,Aman,501000.26626693475,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,133.7131041761538,1.082366565,June,July to  Oct,Nov to Dec,542265.9370338182,rice,40
Narail,Kharif 2,Aman,91721.85068629045,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,144.450154833259,1.068098887,June,July to  Oct,Nov to Dec,97968.0065884274,rice,41
Narayanganj,Kharif 2,Aman,19001.104478575584,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,163.44895394066114,0.5482385098,June,July to  Oct,Nov to Dec,10417.137204264636,rice,42
Narsingdi,Kharif 2,Aman,92175.03324604325,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,160.24702226462475,1.039313774,June,July to  Oct,Nov to Dec,95798.7816375293,rice,43
Natore,Kharif 2,Aman,172359.8349510813,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,117.85255606082825,1.119438849,June,July to  Oct,Nov to Dec,192946.29529212625,rice,44
Netrokona,Kharif 2,Aman,310793.80166219687,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,186.3928916803647,1.091058424,June,July to  Oct,Nov to Dec,339094.1953601462,rice,45
Nilphamari,Kharif 2,Aman,299368.83402553335,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,192.31367902222277,1.103355033,June,July to  Oct,Nov to Dec,330310.10961034556,rice,46
Noakhali,Kharif 2,Aman,357395.07995435636,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,173.35096491272742,1.033623956,June,July to  Oct,Nov to Dec,369412.11634764005,rice,47
Pabna,Kharif 2,Aman,220587.8859773888,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,124.16511008608794,0.8668718374,June,July to  Oct,Nov to Dec,191221.4260230703,rice,48
Panchagar,Kharif 2,Aman,254630.58019736744,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,159.5239290142195,1.246549021,June,July to  Oct,Nov to Dec,317409.5003505935,rice,49
Patuakhali,Kharif 2,Aman,453180.6405711676,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,218.08065413161125,0.749345233,June,July to  Oct,Nov to Dec,339588.75269769854,rice,50
Pirojpur,Kharif 2,Aman,153969.5688388818,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,174.21671017429534,0.6449257601,June,July to  Oct,Nov to Dec,99298.94122126262,rice,51
Rajbari,Kharif 2,Aman,108074.17853729338,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,143.51168390001058,0.9136968912,June,July to  Oct,Nov to Dec,98747.04095000813,rice,52
Rajshahi,Kharif 2,Aman,171784.7698630836,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,117.55007231407741,1.273851716,June,July to  Oct,Nov to Dec,218828.3238592225,rice,53
Rangamati,Kharif 2,Aman,22378.778405996618,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,190.402556305015,1.199041267,June,July to  Oct,Nov to Dec,26833.07881819478,rice,54
Rangpur,Kharif 2,Aman,407166.2423756691,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,180.53751376810592,1.092310921,June,July to  Oct,Nov to Dec,444752.13310327067,rice,55
Satkhira,Kharif 2,Aman,214963.93131452572,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,145.23137964749034,1.108450786,June,July to  Oct,Nov to Dec,238276.93853743596,rice,56
Shariatpur,Kharif 2,Aman,34185.20135373661,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,161.96343108850127,0.701501611,June,July to  Oct,Nov to Dec,23980.973823379336,rice,57
Sherpur,Kharif 2,Aman,196839.2908013624,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,176.1236291040594,0.9527689389,June,July to  Oct,Nov to Dec,187542.36222471646,rice,58
Sirajganj,Kharif 2,Aman,191339.8599237369,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,136.55514043105305,1.104498266,June,July to  Oct,Nov to Dec,211334.54358642088,rice,59
Sunamganj,Kharif 2,Aman,198195.8779671879,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,333.0682938977716,1.044851879,June,July to  Oct,Nov to Dec,207085.335409285,rice,60
Sylhet,Kharif 2,Aman,335962.87815429503,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,333.54972509715,1.05969834,June,July to  Oct,Nov to Dec,356019.30427413277,rice,61
Tangail,Kharif 2,Aman,263975.41329509486,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,162.51750124137396,0.8334115891,June,July to  Oct,Nov to Dec,220000.1686704909,rice,62
Thakurgaon,Kharif 2,Aman,341334.1709389237,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,163.0549921016089,1.083695746,June,July to  Oct,Nov to Dec,369902.38916356326,rice,63
Bagerhat,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,137.23578878759696,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,64
Bandarban,Kharif 2,Arhar,59.591881741754754,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,227.1423200764281,0.265625,Aug,Sep to Oct,Nov,15.829093587653606,pigeonpeas,65
Barguna,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,205.97004218701312,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,66
Barishal,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,177.75283858076378,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,67
Bhola,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,198.14548560154287,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,68
Bogura,Kharif 2,Arhar,6.366583129804787,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,151.58215458705354,0.3333333333,Aug,Sep to Oct,Nov,2.1221943766015956,pigeonpeas,69
Brahmanbaria,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,195.03796357636293,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,70
Chandpur,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,180.92598925633644,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,71
Chapai Nawabganj,Kharif 2,Arhar,51.62689222973964,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,128.98462754678152,0.38,Aug,Sep to Oct,Nov,19.618219047301064,pigeonpeas,72
Chattogram,Kharif 2,Arhar,33.095641370719974,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,230.6713670775102,0.6571428571,Aug,Sep to Oct,Nov,21.748564329330268,pigeonpeas,73
Chuadanga,Kharif 2,Arhar,25.487227119125457,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,137.46583145269057,0.25,Aug,Sep to Oct,Nov,6.371806779781364,pigeonpeas,74
CoxsBazar,Kharif 2,Arhar,2.0639959796358682,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,313.111056771844,2.0,Aug,Sep to Oct,Nov,4.1279919592717365,pigeonpeas,75
Cumilla,Kharif 2,Arhar,2.085903739451249,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,193.73489409364169,0.0,Aug,Sep to Oct,Nov,0.0,pigeonpeas,76
Dhaka,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,171.31710882786336,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,77
Dinajpur,Kharif 2,Arhar,15.763027517556056,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,162.0632949513312,0.2666666667,Aug,Sep to Oct,Nov,4.203474004681615,pigeonpeas,78
Faridpur,Kharif 2,Arhar,4.679422979276077,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,145.8715579991756,0.4,Aug,Sep to Oct,Nov,1.8717691917104309,pigeonpeas,79
Feni,Kharif 2,Arhar,11.355095737655573,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,256.184136116682,0.1818181818,Aug,Sep to Oct,Nov,2.0645628613919222,pigeonpeas,80
Gaibandha,Kharif 2,Arhar,48.47894284451466,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,177.69154013754888,0.5918367347,Aug,Sep to Oct,Nov,28.69161923450868,pigeonpeas,81
Gazipur,Kharif 2,Arhar,1.9020261356031143,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,161.61765520270234,0.0,Aug,Sep to Oct,Nov,0.0,pigeonpeas,82
Gopalganj,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,153.4201981788028,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,83
Habiganj,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,353.01200655856246,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,84
Jamalpur,Kharif 2,Arhar,7.6532867925513255,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,173.24016703934598,0.25,Aug,Sep to Oct,Nov,1.9133216981378314,pigeonpeas,85
Jashore,Kharif 2,Arhar,12.271865710555037,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,137.26567300360523,0.3333333333,Aug,Sep to Oct,Nov,4.090621903518346,pigeonpeas,86
Jhallokati,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,182.78624261411278,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,87
Jhenaidah,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,130.54352781545754,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,88
Joypurhat,Kharif 2,Arhar,19.247585871779386,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,137.47989200290755,0.4,Aug,Sep to Oct,Nov,7.699034348711755,pigeonpeas,89
Khagrachari,Kharif 2,Arhar,29.885140319083337,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,210.34100676688158,0.3103448276,Aug,Sep to Oct,Nov,9.274698719715518,pigeonpeas,90
Khulna,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,135.42411018912358,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,91
Kishoreganj,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,182.74060007312036,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,92
Kurigram,Kharif 2,Arhar,64.68967609480097,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,190.46484710489523,0.2950819672,Aug,Sep to Oct,Nov,19.088756880433074,pigeonpeas,93
Kushtia,Kharif 2,Arhar,92.50959847046326,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,131.5917975800851,0.4725274725,Aug,Sep to Oct,Nov,43.71332674977934,pigeonpeas,94
Lakshmipur,Kharif 2,Arhar,13.720468626836615,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,182.04740475393007,0.1428571429,Aug,Sep to Oct,Nov,1.960066946690945,pigeonpeas,95
Lalmonirhat,Kharif 2,Arhar,7.30335953636398,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,187.38478804084036,0.1428571429,Aug,Sep to Oct,Nov,1.0433370766234258,pigeonpeas,96
Madaripur,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,156.95917851122147,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,97
Magura,Kharif 2,Arhar,10.562522346495426,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,128.88653587770233,0.2727272727,Aug,Sep to Oct,Nov,2.8806879126805702,pigeonpeas,98
Manikganj,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,158.7343877347458,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,99
Meherpur,Kharif 2,Arhar,16.943755634150964,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,137.07968967906857,0.375,Aug,Sep to Oct,Nov,6.353908362806612,pigeonpeas,100
Moulvibazar,Kharif 2,Arhar,26.592370472875395,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,341.3290045781491,0.2692307692,Aug,Sep to Oct,Nov,7.159484358081837,pigeonpeas,101
Munshiganj,Kharif 2,Arhar,11.948989751344186,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,169.22022166299112,0.25,Aug,Sep to Oct,Nov,2.9872474378360465,pigeonpeas,102
Mymensingh,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,185.26625838624372,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,103
Naogaon,Kharif 2,Arhar,124.84583532748749,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,118.1495587053768,0.4166666667,Aug,Sep to Oct,Nov,52.01909805311979,pigeonpeas,104
Narail,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,124.06298754998934,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,105
Narayanganj,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,178.2411237242113,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,106
Narsingdi,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,180.9153683568444,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,107
Natore,Kharif 2,Arhar,14.04103475431166,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,116.93373743390751,0.2,Aug,Sep to Oct,Nov,2.808206950862332,pigeonpeas,108
Netrokona,Kharif 2,Arhar,7.904676485434093,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,178.930636189067,0.375,Aug,Sep to Oct,Nov,2.9642536820377847,pigeonpeas,109
Nilphamari,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,191.22875200835995,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,110
Noakhali,Kharif 2,Arhar,41.98590218913117,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,194.9786598536234,0.25,Aug,Sep to Oct,Nov,10.496475547282792,pigeonpeas,111
Pabna,Kharif 2,Arhar,6.89147792622949,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,122.98334607779826,0.7142857143,Aug,Sep to Oct,Nov,4.922484233021064,pigeonpeas,112
Panchagar,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,144.23441596129464,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,113
Patuakhali,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,201.92054299729614,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,114
Pirojpur,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,184.19362288525878,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,115
Rajbari,Kharif 2,Arhar,31.60740165734729,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,149.28740808047277,0.2727272727,Aug,Sep to Oct,Nov,8.620200452003806,pigeonpeas,116
Rajshahi,Kharif 2,Arhar,6.413379759331022,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,133.52656658927188,0.1666666667,Aug,Sep to Oct,Nov,1.0688966265551703,pigeonpeas,117
Rangamati,Kharif 2,Arhar,147.72022441577758,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,199.67774264296057,0.5298013245,Aug,Sep to Oct,Nov,78.26237055140534,pigeonpeas,118
Rangpur,Kharif 2,Arhar,87.68440590546999,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,189.73784439180122,0.734939759,Aug,Sep to Oct,Nov,64.44275614739361,pigeonpeas,119
Satkhira,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,138.7078710594756,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,120
Shariatpur,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,156.68635721829756,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,121
Sherpur,Kharif 2,Arhar,8.379304042944627,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,189.67432835340975,0.375,Aug,Sep to Oct,Nov,3.1422390161042353,pigeonpeas,122
Sirajganj,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,138.63558496231846,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,123
Sunamganj,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,307.6103529835118,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,124
Sylhet,Kharif 2,Arhar,0.0,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,316.32040016993545,2.518413598,Aug,Sep to Oct,Nov,0.0,pigeonpeas,125
Tangail,Kharif 2,Arhar,2.94031697829034,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,150.35849321596848,0.0,Aug,Sep to Oct,Nov,0.0,pigeonpeas,126
Thakurgaon,Kharif 2,Arhar,42.91620253162712,20.73,67.73,20.29,5.79,28.0,26.0,30.0,35.0,50.0,20.0,165.4617390598317,0.35,Aug,Sep to Oct,Nov,15.020670886069492,pigeonpeas,127
Bagerhat,Kharif 1,Aus,15335.647607982466,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,154.8718093606306,1.118843608,March,April to july,Aug,17158.1913083808,rice,128
Bandarban,Kharif 1,Aus,32551.43056584617,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,261.8718677326535,0.80681331,March,April to july,Aug,26262.927440999458,rice,129
Barguna,Kharif 1,Aus,145209.52192420003,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,220.54842204172792,1.023665958,March,April to july,Aug,148646.04432931734,rice,130
Barishal,Kharif 1,Aus,46581.58182045212,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,182.73225811939355,0.7564793488,March,April to july,Aug,35238.00468266453,rice,131
Bhola,Kharif 1,Aus,207695.50154369694,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,170.84756375458997,0.7846976432,March,April to july,Aug,162978.17057065075,rice,132
Bogura,Kharif 1,Aus,79129.57828667124,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,141.51568598146147,0.9793184607,March,April to july,Aug,77493.05679978397,rice,133
Brahmanbaria,Kharif 1,Aus,30277.62318378522,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,199.64714255791827,1.044016897,March,April to july,Aug,31610.35019908087,rice,134
Chandpur,Kharif 1,Aus,24529.399702129682,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,158.2936122393784,1.04304775,March,April to july,Aug,25585.335171204806,rice,135
Chapai Nawabganj,Kharif 1,Aus,116867.75701554731,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,129.51093551902568,1.093138168,March,April to july,Aug,127752.60581489289,rice,136
Chattogram,Kharif 1,Aus,90615.7425788986,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,253.4070866348383,1.168241012,March,April to july,Aug,105861.02685631877,rice,137
Chuadanga,Kharif 1,Aus,100753.87512546287,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,123.52980158025794,1.08818125,March,April to july,Aug,109638.47776444125,rice,138
CoxsBazar,Kharif 1,Aus,7991.536688674042,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,324.19500335027794,1.064447119,March,April to july,Aug,8506.568201435226,rice,139
Cumilla,Kharif 1,Aus,185517.69637913015,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,177.2735065202376,0.9509400962,March,April to july,Aug,176416.2160408099,rice,140
Dhaka,Kharif 1,Aus,1557.2080416623276,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,182.00551518583578,0.7902338377,March,April to july,Aug,1230.558486843201,rice,141
Dinajpur,Kharif 1,Aus,29124.517622649608,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,156.70158422959165,0.8469804277,March,April to july,Aug,24667.896393436295,rice,142
Faridpur,Kharif 1,Aus,19750.223562268387,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,143.60062511362995,0.6256938937,March,April to july,Aug,12357.594282815033,rice,143
Feni,Kharif 1,Aus,27800.441979347615,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,252.6017842333279,0.8943726431,March,April to july,Aug,24863.95477140935,rice,144
Gaibandha,Kharif 1,Aus,35211.10090765404,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,181.19198405024017,0.8496074724,March,April to july,Aug,29915.6144408534,rice,145
Gazipur,Kharif 1,Aus,4041.30669121084,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,174.17962446184845,1.305351255,March,April to july,Aug,5275.324762785239,rice,146
Gopalganj,Kharif 1,Aus,9699.760346241128,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,156.4416563113722,1.432326159,March,April to july,Aug,13893.220479373935,rice,147
Habiganj,Kharif 1,Aus,194684.60880762755,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,338.76942509897344,1.085219985,March,April to july,Aug,211275.6282060814,rice,148
Jamalpur,Kharif 1,Aus,10122.068195588445,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,183.75829279609198,0.9179949875,March,April to july,Aug,9292.007866366253,rice,149
Jashore,Kharif 1,Aus,44190.824815219814,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,141.2901622525353,1.262070937,March,April to july,Aug,55771.95567482412,rice,150
Jhallokati,Kharif 1,Aus,40701.358051192525,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,179.9456091823026,1.070692306,March,April to july,Aug,43578.63089913716,rice,151
Jhenaidah,Kharif 1,Aus,84280.92600178324,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,129.40056975312257,1.223591046,March,April to july,Aug,103125.38639043219,rice,152
Joypurhat,Kharif 1,Aus,963.070066594013,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,132.54197669065405,0.9441233141,March,April to july,Aug,909.2569029500316,rice,153
Khagrachari,Kharif 1,Aus,10982.020762754108,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,200.96400037036335,1.009144701,March,April to july,Aug,11082.448063973483,rice,154
Khulna,Kharif 1,Aus,9239.396681635773,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,148.5439582138916,0.5480758567,March,April to july,Aug,5063.89025181812,rice,155
Kishoreganj,Kharif 1,Aus,63107.057799443464,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,173.11411375915247,1.050216621,March,April to july,Aug,66276.08098551241,rice,156
Kurigram,Kharif 1,Aus,17593.626820857367,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,193.1796669694192,0.8437977624,March,April to july,Aug,14845.462944395267,rice,157
Kushtia,Kharif 1,Aus,73062.51807778525,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,139.54520999632737,1.167424086,March,April to july,Aug,85294.94338289677,rice,158
Lakshmipur,Kharif 1,Aus,79670.11547345965,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,184.441622636355,0.8856152945,March,April to july,Aug,70557.07277778663,rice,159
Lalmonirhat,Kharif 1,Aus,29915.963047880374,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,192.91761564568571,1.01267459,March,April to july,Aug,30295.135607425877,rice,160
Madaripur,Kharif 1,Aus,5043.597367799357,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,166.68254589022388,0.6847960445,March,April to july,Aug,3453.835527516494,rice,161
Magura,Kharif 1,Aus,14882.726625910658,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,137.57783905637456,0.8349173554,March,April to july,Aug,12425.846755228298,rice,162
Manikganj,Kharif 1,Aus,8496.310406921402,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,176.99010492235462,0.8540083354,March,April to july,Aug,7255.919907455432,rice,163
