District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production
Sirajganj,Kharif 1,Mukhi Kachu,88,77.76,48.44,19.79,6.25,11.5,8.0,15,77.5,90,65,142.85416666666666,3.204545455,April,May to Sep,Sep to Feb,282
Sunamganj,Kharif 1,Mukhi Kachu,98,77.76,48.44,19.79,6.25,11.5,8.0,15,77.5,90,65,333.72557471264366,3.387755102,April,May to Sep,Sep to Feb,332
Sylhet,Kharif 1,Mukhi Kachu,249,77.76,48.44,19.79,6.25,11.5,8.0,15,77.5,90,65,333.72557471264366,2.108433735,April,May to Sep,Sep to Feb,525
Tangail,Kharif 1,Mukhi Kachu,768,77.76,48.44,19.79,6.25,11.5,8.0,15,77.5,90,65,153.4104938271605,5.834635417,April,May to Sep,Sep to Feb,4481
Thakurgaon,Kharif 1,Mukhi Kachu,935,77.76,48.44,19.79,6.25,11.5,8.0,15,77.5,90,65,154.21843434343435,3.068449198,April,May to Sep,Sep to Feb,2869
Bagerhat,Kharif 2,Oal Kachu,35,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,144.96843434343435,1.942857143,Sep,Oct to Dec,Dec to Feb,68
Bandarban,Kharif 2,Oal Kachu,394,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,243.94444444444446,1.939086294,Sep,Oct to Dec,Dec to Feb,764
Barguna,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,207.8076923076923,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Barishal,Kharif 2,Oal Kachu,39,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,175.42564102564103,4.256410256,Sep,Oct to Dec,Dec to Feb,166
Bhola,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,185.23090277777777,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Bogura,Kharif 2,Oal Kachu,2,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,142.85416666666666,11.0,Sep,Oct to Dec,Dec to Feb,22
Brahmanbaria,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,185.75631313131314,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Chandpur,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,168.796875,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Chapai Nawabganj,Kharif 2,Oal Kachu,54,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,124.92,2.666666667,Sep,Oct to Dec,Dec to Feb,144
Chattogram,Kharif 2,Oal Kachu,15,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,243.94444444444446,4.2,Sep,Oct to Dec,Dec to Feb,63
Chuadanga,Kharif 2,Oal Kachu,367,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,129.44444444444446,6.179836512,Sep,Oct to Dec,Dec to Feb,2268
CoxsBazar,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,303.40277777777777,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Cumilla,Kharif 2,Oal Kachu,5,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,185.75631313131314,2.0,Sep,Oct to Dec,Dec to Feb,10
Dhaka,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,169.94262295081967,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Dinajpur,Kharif 2,Oal Kachu,34,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,154.21843434343435,3.058823529,Sep,Oct to Dec,Dec to Feb,104
Faridpur,Kharif 2,Oal Kachu,192,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,155.864898989899,4.401041667,Sep,Oct to Dec,Dec to Feb,845
Feni,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,248.1727642276423,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Gaibandha,Kharif 2,Oal Kachu,38,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,179.6013888888889,2.736842105,Sep,Oct to Dec,Dec to Feb,104
Gazipur,Kharif 2,Oal Kachu,58,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,169.94262295081967,5.275862069,Sep,Oct to Dec,Dec to Feb,306
Gopalganj,Kharif 2,Oal Kachu,39,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,155.864898989899,4.205128205,Sep,Oct to Dec,Dec to Feb,164
Habiganj,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,333.72557471264366,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Jamalpur,Kharif 2,Oal Kachu,14,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,181.08838383838383,2.142857143,Sep,Oct to Dec,Dec to Feb,30
Jashore,Kharif 2,Oal Kachu,166,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,134.2247474747475,3.493975904,Sep,Oct to Dec,Dec to Feb,580
Jhallokati,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,175.42564102564103,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Jhenaidah,Kharif 2,Oal Kachu,400,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,134.2247474747475,5.4775,Sep,Oct to Dec,Dec to Feb,2191
Joypurhat,Kharif 2,Oal Kachu,34,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,142.85416666666666,5.441176471,Sep,Oct to Dec,Dec to Feb,185
Khagrachari,Kharif 2,Oal Kachu,374,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,204.11111111111111,3.839572193,Sep,Oct to Dec,Dec to Feb,1436
Khulna,Kharif 2,Oal Kachu,149,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,144.96843434343435,2.872483221,Sep,Oct to Dec,Dec to Feb,428
Kishoreganj,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,181.08838383838383,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Kurigram,Kharif 2,Oal Kachu,2,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,179.6013888888889,5.5,Sep,Oct to Dec,Dec to Feb,11
Kushtia,Kharif 2,Oal Kachu,258,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,129.44444444444446,4.662790698,Sep,Oct to Dec,Dec to Feb,1203
Lakshmipur,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,185.75631313131314,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Lalmonirhat,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,179.6013888888889,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Madaripur,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,160.41666666666666,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Magura,Kharif 2,Oal Kachu,31,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,134.2247474747475,4.516129032,Sep,Oct to Dec,Dec to Feb,140
Manikganj,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,169.94262295081967,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Meherpur,Kharif 2,Oal Kachu,110,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,129.44444444444446,7.690909091,Sep,Oct to Dec,Dec to Feb,846
Moulvibazar,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,333.72557471264366,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Munshiganj,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,169.94262295081967,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Mymensingh,Kharif 2,Oal Kachu,15,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,181.08838383838383,4.133333333,Sep,Oct to Dec,Dec to Feb,62
Naogaon,Kharif 2,Oal Kachu,94,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,124.92,2.244680851,Sep,Oct to Dec,Dec to Feb,211
Narail,Kharif 2,Oal Kachu,96,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,134.2247474747475,3.572916667,Sep,Oct to Dec,Dec to Feb,343
Narayanganj,Kharif 2,Oal Kachu,51,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,169.94262295081967,3.117647059,Sep,Oct to Dec,Dec to Feb,159
Narsingdi,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,169.94262295081967,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Natore,Kharif 2,Oal Kachu,38,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,124.92,5.684210526,Sep,Oct to Dec,Dec to Feb,216
Netrokona,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,181.08838383838383,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Nilphamari,Kharif 2,Oal Kachu,29,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,179.6013888888889,5.413793103,Sep,Oct to Dec,Dec to Feb,157
Noakhali,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,185.75631313131314,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Pabna,Kharif 2,Oal Kachu,62,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,124.92,2.322580645,Sep,Oct to Dec,Dec to Feb,144
Panchagar,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,154.21843434343435,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Patuakhali,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,207.8076923076923,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Pirojpur,Kharif 2,Oal Kachu,23,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,175.42564102564103,4.52173913,Sep,Oct to Dec,Dec to Feb,104
Rajbari,Kharif 2,Oal Kachu,58,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,155.864898989899,3.137931034,Sep,Oct to Dec,Dec to Feb,182
Rajshahi,Kharif 2,Oal Kachu,62,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,124.92,6.112903226,Sep,Oct to Dec,Dec to Feb,379
Rangamati,Kharif 2,Oal Kachu,392,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,204.11111111111111,3.321428571,Sep,Oct to Dec,Dec to Feb,1302
Rangpur,Kharif 2,Oal Kachu,56,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,179.6013888888889,3.232142857,Sep,Oct to Dec,Dec to Feb,181
Satkhira,Kharif 2,Oal Kachu,298,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,140.35353535353536,4.82885906,Sep,Oct to Dec,Dec to Feb,1439
Shariatpur,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,155.864898989899,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Sherpur,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,181.08838383838383,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Sirajganj,Kharif 2,Oal Kachu,16,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,142.85416666666666,3.0625,Sep,Oct to Dec,Dec to Feb,49
Sunamganj,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,333.72557471264366,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Sylhet,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,333.72557471264366,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Tangail,Kharif 2,Oal Kachu,0,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,153.4104938271605,2.518413598,Sep,Oct to Dec,Dec to Feb,0
Thakurgaon,Kharif 2,Oal Kachu,22,77.76,48.44,19.79,6.25,23.5,15.0,32,61.0,70,52,154.21843434343435,1.0,Sep,Oct to Dec,Dec to Feb,22
Bagerhat,Rabi,Onion,328,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,144.96843434343435,2.259146341,Oct,Nov to March,March to April,741
Bandarban,Rabi,Onion,127,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,243.94444444444446,1.511811024,Oct,Nov to March,March to April,192
Barguna,Rabi,Onion,104,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,207.8076923076923,1.192307692,Oct,Nov to March,March to April,124
Barishal,Rabi,Onion,560,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,175.42564102564103,1.569642857,Oct,Nov to March,March to April,879
Bhola,Rabi,Onion,1581,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,185.23090277777777,2.269449715,Oct,Nov to March,March to April,3588
Bogura,Rabi,Onion,4797,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,142.85416666666666,2.718157182,Oct,Nov to March,March to April,13039
Brahmanbaria,Rabi,Onion,1097,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,185.75631313131314,2.704649043,Oct,Nov to March,March to April,2967
Chandpur,Rabi,Onion,1796,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,168.796875,2.56403118,Oct,Nov to March,March to April,4605
Chapai Nawabganj,Rabi,Onion,7211,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,124.92,3.602829011,Oct,Nov to March,March to April,25980
Chattogram,Rabi,Onion,173,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,243.94444444444446,1.433526012,Oct,Nov to March,March to April,248
Chuadanga,Rabi,Onion,1699,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,129.44444444444446,5.803413773,Oct,Nov to March,March to April,9860
CoxsBazar,Rabi,Onion,61,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,303.40277777777777,1.37704918,Oct,Nov to March,March to April,84
Cumilla,Rabi,Onion,349,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,185.75631313131314,2.813753582,Oct,Nov to March,March to April,982
Dhaka,Rabi,Onion,1147,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,169.94262295081967,3.585004359,Oct,Nov to March,March to April,4112
Dinajpur,Rabi,Onion,5344,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,154.21843434343435,3.139595808,Oct,Nov to March,March to April,16778
Faridpur,Rabi,Onion,82105,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,155.864898989899,5.426015468,Oct,Nov to March,March to April,445503
Feni,Rabi,Onion,25,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,248.1727642276423,1.72,Oct,Nov to March,March to April,43
Gaibandha,Rabi,Onion,2684,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,179.6013888888889,2.43219076,Oct,Nov to March,March to April,6528
Gazipur,Rabi,Onion,495,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,169.94262295081967,1.961616162,Oct,Nov to March,March to April,971
Gopalganj,Rabi,Onion,4917,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,155.864898989899,2.599145821,Oct,Nov to March,March to April,12780
Habiganj,Rabi,Onion,156,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,333.72557471264366,2.493589744,Oct,Nov to March,March to April,389
Jamalpur,Rabi,Onion,3740,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,181.08838383838383,2.902139037,Oct,Nov to March,March to April,10854
Jashore,Rabi,Onion,3093,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,134.2247474747475,4.151632719,Oct,Nov to March,March to April,12841
Jhallokati,Rabi,Onion,90,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,175.42564102564103,1.511111111,Oct,Nov to March,March to April,136
Jhenaidah,Rabi,Onion,18557,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,134.2247474747475,5.468394676,Oct,Nov to March,March to April,101477
Joypurhat,Rabi,Onion,1877,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,142.85416666666666,4.145444859,Oct,Nov to March,March to April,7781
Khagrachari,Rabi,Onion,54,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,204.11111111111111,1.518518519,Oct,Nov to March,March to April,82
Khulna,Rabi,Onion,307,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,144.96843434343435,3.195439739,Oct,Nov to March,March to April,981
Kishoreganj,Rabi,Onion,1324,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,181.08838383838383,3.226586103,Oct,Nov to March,March to April,4272
Kurigram,Rabi,Onion,1103,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,179.6013888888889,2.334542158,Oct,Nov to March,March to April,2575
Kushtia,Rabi,Onion,26182,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,129.44444444444446,5.126957452,Oct,Nov to March,March to April,134234
Lakshmipur,Rabi,Onion,436,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,185.75631313131314,1.839449541,Oct,Nov to March,March to April,802
Lalmonirhat,Rabi,Onion,1241,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,179.6013888888889,3.161160355,Oct,Nov to March,March to April,3923
Madaripur,Rabi,Onion,8838,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,160.41666666666666,4.17413442,Oct,Nov to March,March to April,36891
Magura,Rabi,Onion,14096,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,134.2247474747475,4.049375709,Oct,Nov to March,March to April,57080
Manikganj,Rabi,Onion,18285,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,169.94262295081967,3.338091332,Oct,Nov to March,March to April,61037
Meherpur,Rabi,Onion,4929,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,129.44444444444446,10.57881923,Oct,Nov to March,March to April,52143
Moulvibazar,Rabi,Onion,90,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,333.72557471264366,2.288888889,Oct,Nov to March,March to April,206
Munshiganj,Rabi,Onion,482,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,169.94262295081967,2.935684647,Oct,Nov to March,March to April,1415
Mymensingh,Rabi,Onion,1442,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,181.08838383838383,2.673370319,Oct,Nov to March,March to April,3855
Naogaon,Rabi,Onion,6817,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,124.92,3.883379786,Oct,Nov to March,March to April,26473
Narail,Rabi,Onion,1493,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,134.2247474747475,3.204956463,Oct,Nov to March,March to April,4785
Narayanganj,Rabi,Onion,648,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,169.94262295081967,2.166666667,Oct,Nov to March,March to April,1404
Narsingdi,Rabi,Onion,317,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,169.94262295081967,2.694006309,Oct,Nov to March,March to April,854
Natore,Rabi,Onion,11652,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,124.92,5.510127017,Oct,Nov to March,March to April,64204
Netrokona,Rabi,Onion,770,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,181.08838383838383,3.055844156,Oct,Nov to March,March to April,2353
Nilphamari,Rabi,Onion,2556,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,179.6013888888889,3.922926448,Oct,Nov to March,March to April,10027
Noakhali,Rabi,Onion,483,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,185.75631313131314,3.424430642,Oct,Nov to March,March to April,1654
Pabna,Rabi,Onion,105918,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,124.92,4.807738062,Oct,Nov to March,March to April,509226
Panchagar,Rabi,Onion,3521,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,154.21843434343435,3.619426299,Oct,Nov to March,March to April,12744
Patuakhali,Rabi,Onion,102,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,207.8076923076923,1.745098039,Oct,Nov to March,March to April,178
Pirojpur,Rabi,Onion,60,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,175.42564102564103,1.166666667,Oct,Nov to March,March to April,70
Rajbari,Rabi,Onion,67515,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,155.864898989899,4.103280752,Oct,Nov to March,March to April,277033
Rajshahi,Rabi,Onion,36170,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,124.92,6.893558197,Oct,Nov to March,March to April,249340
Rangamati,Rabi,Onion,114,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,204.11111111111111,1.98245614,Oct,Nov to March,March to April,226
Rangpur,Rabi,Onion,4980,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,179.6013888888889,3.379718876,Oct,Nov to March,March to April,16831
Satkhira,Rabi,Onion,972,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,140.35353535353536,3.320987654,Oct,Nov to March,March to April,3228
Shariatpur,Rabi,Onion,6555,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,155.864898989899,4.251563692,Oct,Nov to March,March to April,27869
Sherpur,Rabi,Onion,1278,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,181.08838383838383,2.773082942,Oct,Nov to March,March to April,3544
Sirajganj,Rabi,Onion,1585,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,142.85416666666666,3.303470032,Oct,Nov to March,March to April,5236
Sunamganj,Rabi,Onion,321,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,333.72557471264366,2.769470405,Oct,Nov to March,March to April,889
Sylhet,Rabi,Onion,313,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,333.72557471264366,3.24600639,Oct,Nov to March,March to April,1016
Tangail,Rabi,Onion,2045,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,153.4104938271605,2.085574572,Oct,Nov to March,March to April,4265
Thakurgaon,Rabi,Onion,984,77.76,48.44,19.79,6.25,20.0,15.0,25,67.5,70,65,154.21843434343435,2.343495935,Oct,Nov to March,March to April,2306
Bagerhat,Rabi,Palmyra Palm,135,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,144.96843434343435,23.9037037,Sep,Oct to Nov,Nov to Feb,3227
Bandarban,Rabi,Palmyra Palm,0,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,243.94444444444446,2.518413598,Sep,Oct to Nov,Nov to Feb,0
Barguna,Rabi,Palmyra Palm,2219,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,207.8076923076923,0.5822442542,Sep,Oct to Nov,Nov to Feb,1292
Barishal,Rabi,Palmyra Palm,535,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,175.42564102564103,1.304672897,Sep,Oct to Nov,Nov to Feb,698
Bhola,Rabi,Palmyra Palm,0,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,185.23090277777777,2.518413598,Sep,Oct to Nov,Nov to Feb,0
Bogura,Rabi,Palmyra Palm,105,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,142.85416666666666,7.228571429,Sep,Oct to Nov,Nov to Feb,759
Brahmanbaria,Rabi,Palmyra Palm,0,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,185.75631313131314,2.518413598,Sep,Oct to Nov,Nov to Feb,0
Chandpur,Rabi,Palmyra Palm,0,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,168.796875,2.518413598,Sep,Oct to Nov,Nov to Feb,0
Chapai Nawabganj,Rabi,Palmyra Palm,55,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,124.92,10.41818182,Sep,Oct to Nov,Nov to Feb,573
Chattogram,Rabi,Palmyra Palm,0,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,243.94444444444446,2.518413598,Sep,Oct to Nov,Nov to Feb,0
Chuadanga,Rabi,Palmyra Palm,34,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,129.44444444444446,26.47058824,Sep,Oct to Nov,Nov to Feb,900
CoxsBazar,Rabi,Palmyra Palm,0,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,303.40277777777777,2.518413598,Sep,Oct to Nov,Nov to Feb,0
Cumilla,Rabi,Palmyra Palm,0,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,185.75631313131314,2.518413598,Sep,Oct to Nov,Nov to Feb,0
Dhaka,Rabi,Palmyra Palm,6,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,169.94262295081967,21.33333333,Sep,Oct to Nov,Nov to Feb,128
Dinajpur,Rabi,Palmyra Palm,45,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,154.21843434343435,4.133333333,Sep,Oct to Nov,Nov to Feb,186
Faridpur,Rabi,Palmyra Palm,167,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,155.864898989899,13.11377246,Sep,Oct to Nov,Nov to Feb,2190
Feni,Rabi,Palmyra Palm,0,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,248.1727642276423,2.518413598,Sep,Oct to Nov,Nov to Feb,0
Gaibandha,Rabi,Palmyra Palm,7,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,179.6013888888889,3.285714286,Sep,Oct to Nov,Nov to Feb,23
Gazipur,Rabi,Palmyra Palm,196,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,169.94262295081967,1.591836735,Sep,Oct to Nov,Nov to Feb,312
Gopalganj,Rabi,Palmyra Palm,117,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,155.864898989899,14.69230769,Sep,Oct to Nov,Nov to Feb,1719
Habiganj,Rabi,Palmyra Palm,0,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,333.72557471264366,2.518413598,Sep,Oct to Nov,Nov to Feb,0
Jamalpur,Rabi,Palmyra Palm,42,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,181.08838383838383,0.1904761905,Sep,Oct to Nov,Nov to Feb,8
Jashore,Rabi,Palmyra Palm,155,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,134.2247474747475,18.20645161,Sep,Oct to Nov,Nov to Feb,2822
Jhallokati,Rabi,Palmyra Palm,511,21.98,16.93,30.59,5.98,20.0,15.0,25,60.0,70,50,175.42564102564103,1.536203523,Sep,Oct to Nov,Nov to Feb,785
